Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6490335,0000000D,false,Rx,0,8,ED,08,03,E8,03,E8,00,00,
6491672,000000A3,false,Rx,0,8,88,04,00,00,00,00,00,00,
6491918,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
6494774,0000019A,false,Rx,0,8,77,01,01,A2,00,01,00,00,
6495168,00000013,false,Rx,0,8,F7,02,00,00,C0,00,00,00,
6495336,00000036,false,Rx,0,8,E8,3D,00,00,00,00,00,00,
6495572,00000050,false,Rx,0,8,F7,0D,09,80,00,80,B4,50,
6495810,00000084,false,Rx,0,8,E2,5B,39,00,00,00,00,00,
6496047,00000044,false,Rx,0,8,B5,35,0B,AE,FF,4F,00,00,
6496298,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
6496549,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
6496789,000000A2,false,Rx,0,8,72,04,00,00,00,00,24,09,
6497024,00000088,false,Rx,0,8,E2,0B,01,C1,C5,66,C8,98,
6497262,0000008A,false,Rx,0,8,00,00,03,96,02,39,00,00,
6497490,0000008C,false,Rx,0,8,9E,0B,01,51,3C,5D,90,49,
6497742,0000008E,false,Rx,0,8,00,00,03,FF,00,00,00,45,
6497976,00000090,false,Rx,0,8,00,00,01,A2,00,00,00,00,
6498214,00000098,false,Rx,0,8,5C,4B,00,00,07,E8,03,E8,
6498454,000000AA,false,Rx,0,8,44,0B,00,FA,3F,FE,3F,FF,
6498695,000000C8,false,Rx,0,8,F7,0B,00,06,00,06,7F,FD,
6498929,000000CA,false,Rx,0,8,07,01,A2,2D,A1,80,00,23,
6499173,000000EA,false,Rx,0,8,76,5B,00,00,00,00,00,00,
6499413,00000096,false,Rx,0,8,1A,1B,01,A1,00,00,00,00,
6499664,00000104,false,Rx,0,8,00,00,00,04,00,00,00,00,
6499911,000000EC,false,Rx,0,8,00,00,01,4E,01,DE,89,8B,
6500167,00000041,false,Rx,0,8,49,02,00,00,00,00,00,00,
6500395,0000000D,false,Rx,0,8,87,09,03,E8,03,E8,00,00,
6500641,00000067,false,Rx,0,8,F2,32,00,00,00,00,00,00,
6500874,000000F7,false,Rx,0,8,01,A6,00,00,00,00,00,00,
6501155,00000146,false,Rx,0,8,00,4E,02,B7,03,49,00,00,
6501341,00000143,false,Rx,0,8,EF,0B,01,A1,4D,40,01,A6,
6501581,00000148,false,Rx,0,8,00,00,00,81,C8,82,80,81,
6501833,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
6502146,000000A3,false,Rx,0,8,95,05,00,00,00,00,00,00,
6502308,000000D9,false,Rx,0,8,00,00,09,A6,01,01,00,00,
6502553,000000DB,false,Rx,0,8,00,53,00,00,01,A6,00,00,
6502804,000000DD,false,Rx,0,8,00,0A,00,0A,FE,0B,03,E6,
6503041,0000014C,false,Rx,0,8,00,00,10,68,0F,1A,0F,24,
6503291,0000014E,false,Rx,0,8,00,00,00,00,00,00,00,00,
6503537,0000015B,false,Rx,0,8,00,08,00,01,00,6C,00,96,
6503777,00000171,false,Rx,0,8,00,00,07,7F,24,00,00,00,
6504023,00000072,false,Rx,0,8,00,00,00,00,05,9D,01,A5,
6504268,000000E8,false,Rx,0,8,00,00,03,A4,00,14,00,00,
6504502,000001A1,false,Rx,0,8,63,09,26,00,02,82,02,00,
6504746,00000200,false,Rx,0,8,00,00,00,01,80,42,FE,38,
6505006,0000025F,false,Rx,0,8,00,00,00,00,00,00,00,00,
6505251,00000013,false,Rx,0,8,6A,03,00,00,C0,00,00,00,
6505491,000000AA,false,Rx,0,8,CA,0C,00,FA,3F,FE,3F,FF,
6505743,0000030B,false,Rx,0,8,00,00,00,00,00,00,00,00,
6505982,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
6506220,00000044,false,Rx,0,8,1D,36,0C,12,FF,4F,00,00,
6506472,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
6506712,00000092,false,Rx,0,8,CE,0C,00,06,10,00,28,00,
6506961,000000A2,false,Rx,0,8,6F,05,00,00,00,00,24,09,
6507196,000000A4,false,Rx,0,8,00,00,00,00,27,FE,10,00,
6507442,000000A8,false,Rx,0,8,B2,0C,00,07,00,00,00,00,
6507679,00000177,false,Rx,0,8,41,43,00,00,4A,00,43,69,
6507940,00000304,false,Rx,0,8,00,00,00,00,00,00,00,00,
6509536,0000059F,false,Rx,0,8,9F,00,FF,FF,FF,FF,FF,FF,
6510168,00000041,false,Rx,0,8,C6,03,00,00,00,00,00,00,
6510348,0000000D,false,Rx,0,8,39,0A,03,E8,03,E8,00,00,
6511667,000000A3,false,Rx,0,8,B2,06,00,00,00,00,00,00,
6511918,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
6515158,00000013,false,Rx,0,8,9E,04,00,00,C0,00,00,00,
6515333,00000036,false,Rx,0,8,3C,3E,00,00,00,00,00,00,
6515582,00000050,false,Rx,0,8,49,0E,09,80,00,80,B4,50,
6515821,00000011,false,Rx,0,8,61,EE,0C,00,00,00,00,00,
6516061,00000044,false,Rx,0,8,21,37,0C,76,FF,4F,00,00,
6516309,00000063,false,Rx,0,8,00,00,00,00,00,00,00,00,
6516558,00000065,false,Rx,0,8,00,00,00,00,00,00,00,00,
6516796,00000084,false,Rx,0,8,16,5C,39,00,00,00,00,00,
6517030,00000088,false,Rx,0,8,31,0D,01,C1,C5,66,C8,98,
