;$FILEVERSION=1.1
;$STARTTIME=43602.8098728588
;
;   F:\pcanview\pexic_start.trc
;
;   Start time: 17/05/2019 19:26:13.015.0
;   Generated by PCAN-View v4.2.2.555
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  2308)     13618.7  Rx         0210  7  FF FF 30 28 90 00 48 
  2309)     13618.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2310)     13620.0  Rx         0251  8  40 00 00 00 00 00 00 00 
  2311)     13628.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  2312)     13630.0  Rx         0264  8  00 10 41 00 01 01 00 00 
  2313)     13632.7  Rx         0210  7  FF FF 30 28 90 00 49 
  2314)     13632.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2315)     13640.0  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2316)     13646.7  Rx         0210  7  FF FF 30 28 90 00 4A 
  2317)     13646.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2318)     13649.9  Rx         0311  2  00 00 
  2319)     13660.7  Rx         0210  7  FF FF 30 28 90 00 4B 
  2320)     13661.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2321)     13661.5  Rx         0409  8  18 00 00 00 00 00 00 00 
  2322)     13674.7  Rx         0210  7  FF FF 30 28 90 00 4C 
  2323)     13674.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2324)     13679.6  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  2325)     13679.9  Rx         0302  8  00 00 00 00 09 54 08 A2 
  2326)     13680.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  2327)     13680.4  Rx         0305  8  00 00 01 40 00 00 00 00 
  2328)     13680.6  Rx         0303  8  0F 59 03 9F 06 00 00 00 
  2329)     13688.7  Rx         0210  7  FF FF 30 28 90 00 4D 
  2330)     13688.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2331)     13699.1  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2332)     13702.7  Rx         0210  7  FF FF 30 28 90 00 4E 
  2333)     13702.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2334)     13716.7  Rx         0210  7  FF FF 30 28 90 00 4F 
  2335)     13717.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2336)     13720.0  Rx         0251  8  40 00 00 00 00 00 00 00 
  2337)     13728.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  2338)     13728.9  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2339)     13729.2  Rx         0441  8  00 00 00 00 00 00 00 00 
  2340)     13729.6  Rx         0442  8  00 00 00 00 00 00 00 00 
  2341)     13730.0  Rx         0443  8  00 00 00 00 00 00 00 00 
  2342)     13730.2  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2343)     13730.5  Rx         0444  8  00 00 00 00 00 00 00 00 
  2344)     13730.8  Rx         0210  7  FF FF 30 28 90 00 50 
  2345)     13731.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2346)     13731.2  Rx         03A0  8  00 00 03 B4 00 00 00 00 
  2347)     13731.8  Rx         03A1  8  80 18 02 20 24 00 EB 00 
  2348)     13740.0  Rx         0310  3  02 00 00 
  2349)     13744.7  Rx         0210  7  FF FF 30 28 90 00 51 
  2350)     13745.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2351)     13754.6  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2352)     13754.9  Rx         0300  8  02 00 25 00 00 00 01 00 
  2353)     13755.1  Rx         0306  8  00 00 00 00 00 00 00 00 
  2354)     13755.4  Rx         0611  8  06 72 00 62 ED ED E7 F5 
  2355)     13755.6  Rx         0722  8  00 00 00 00 00 00 00 00 
  2356)     13755.8  Rx         0723  8  00 00 00 00 00 00 00 00 
  2357)     13756.1  Rx         0721  8  00 00 00 00 00 00 00 00 
  2358)     13758.7  Rx         0210  7  FF FF 30 28 90 00 52 
  2359)     13759.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2360)     13760.1  Rx         0359  8  07 00 00 EC 00 00 00 00 
  2361)     13772.8  Rx         0210  7  FF FF 30 28 90 00 53 
  2362)     13773.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2363)     13786.8  Rx         0210  7  FF FF 30 28 90 00 54 
  2364)     13787.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2365)     13798.9  Rx         0023  1  40 
  2366)     13799.2  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2367)     13800.8  Rx         0210  7  FF FF 30 28 90 00 55 
  2368)     13801.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2369)     13814.8  Rx         0210  7  FF FF 30 28 90 00 56 
  2370)     13815.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2371)     13820.1  Rx         0251  8  40 00 00 00 00 00 00 00 
  2372)     13828.8  Rx         0210  7  FF FF 30 28 90 00 57 
  2373)     13829.1  Rx         0250  8  08 00 40 00 00 00 00 00 
  2374)     13829.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2375)     13830.0  Rx         0263  6  00 00 24 76 10 00 
  2376)     13840.1  Rx         0264  8  00 10 41 00 01 01 00 00 
  2377)     13842.8  Rx         0210  7  FF FF 30 28 90 00 58 
  2378)     13843.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2379)     13850.1  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2380)     13856.8  Rx         0210  7  FF FF 30 28 90 00 59 
  2381)     13857.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2382)     13860.0  Rx         0311  2  00 00 
  2383)     13870.8  Rx         0210  7  FF FF 30 28 90 00 5A 
  2384)     13871.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2385)     13879.7  Rx         0301  8  00 01 0F 3C 00 34 00 AA 
  2386)     13879.9  Rx         0302  8  00 00 00 00 09 54 08 A2 
  2387)     13880.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  2388)     13880.4  Rx         0305  8  00 00 01 40 00 00 00 00 
  2389)     13880.6  Rx         0303  8  0F 59 03 9F 06 00 00 00 
  2390)     13884.8  Rx         0210  7  FF FF 30 28 90 00 5B 
  2391)     13885.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2392)     13898.7  Rx         0460  8  03 E0 00 00 00 00 00 00 
  2393)     13898.9  Rx         0210  7  FF FF 30 28 90 00 5C 
  2394)     13899.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2395)     13912.9  Rx         0210  7  FF FF 30 28 90 00 5D 
  2396)     13913.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2397)     13920.1  Rx         0251  8  40 00 00 00 00 00 00 00 
  2398)     13926.8  Rx         0210  7  FF FF 30 28 90 00 5E 
  2399)     13927.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2400)     13928.9  Rx         0250  8  08 00 40 00 00 00 00 00 
  2401)     13929.3  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  2402)     13929.6  Rx         0441  8  00 00 00 00 00 00 00 00 
  2403)     13930.0  Rx         0442  8  00 00 00 00 00 00 00 00 
  2404)     13930.3  Rx         0265  8  FF FF 00 00 00 36 00 00 
  2405)     13930.5  Rx         0443  8  00 00 00 00 00 00 00 00 
  2406)     13931.0  Rx         0444  8  00 00 00 00 00 00 00 00 
  2407)     13931.4  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  2408)     13932.0  Rx         040B  8  00 00 05 00 00 00 60 00 
  2409)     13940.0  Rx         0310  3  02 00 00 
  2410)     13940.8  Rx         0210  7  FF FF 30 28 90 00 5F 
  2411)     13941.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2412)     13954.9  Rx         0210  7  FF FF 30 28 90 00 60 
  2413)     13955.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2414)     13955.3  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  2415)     13955.6  Rx         0611  8  06 72 00 62 ED ED E7 F5 
  2416)     13960.1  Rx         0359  8  09 00 00 EC 00 00 00 00 
  2417)     13968.9  Rx         0210  7  FF FF 30 28 90 00 61 
  2418)     13969.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  2419)     13982.9  Rx         0210  7  FF FF 30 28 90 00 62 
  2420)     13983.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
