;$FILEVERSION=1.1
;$STARTTIME=43602.8098728588
;
;   F:\pcanview\pexic_start.trc
;
;   Start time: 17/05/2019 19:26:13.015.0
;   Generated by PCAN-View v4.2.2.555
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  1159)      9558.8  Rx         0359  8  02 00 00 85 00 00 00 00 
  1160)      9570.7  Rx         0210  7  FF FF 30 28 90 00 27 
  1161)      9570.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1162)      9584.7  Rx         0210  7  FF FF 30 28 90 00 28 
  1163)      9584.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1164)      9598.7  Rx         0210  7  FF FF 30 28 90 00 29 
  1165)      9598.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1166)      9607.8  Rx         0023  1  40 
  1167)      9608.1  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1168)      9612.7  Rx         0210  7  FF FF 30 28 90 00 2A 
  1169)      9612.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1170)      9618.8  Rx         0251  8  40 00 00 00 00 00 00 00 
  1171)      9622.9  Rx         0250  8  08 00 40 00 00 00 00 00 
  1172)      9626.7  Rx         0210  7  FF FF 30 28 90 00 2B 
  1173)      9626.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1174)      9628.9  Rx         0264  8  00 00 41 00 01 01 00 00 
  1175)      9638.8  Rx         0265  8  FF FF 00 00 00 36 00 00 
  1176)      9640.7  Rx         0210  7  FF FF 30 28 90 00 2C 
  1177)      9640.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1178)      9648.7  Rx         0311  2  00 00 
  1179)      9654.7  Rx         0210  7  FF FF 30 28 90 00 2D 
  1180)      9654.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1181)      9665.8  Rx         0409  8  18 00 00 00 00 00 00 00 
  1182)      9668.7  Rx         0210  7  FF FF 30 28 90 00 2E 
  1183)      9669.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1184)      9679.4  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1185)      9679.6  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1186)      9679.9  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1187)      9680.1  Rx         0305  8  00 00 01 40 00 00 00 00 
  1188)      9680.4  Rx         0303  8  0F 59 05 4F 06 00 00 00 
  1189)      9682.7  Rx         0210  7  FF FF 30 28 90 00 2F 
  1190)      9683.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1191)      9696.7  Rx         0210  7  FF FF 30 28 90 00 30 
  1192)      9697.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1193)      9707.9  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1194)      9710.7  Rx         0210  7  FF FF 30 28 90 00 31 
  1195)      9710.9  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1196)      9718.9  Rx         0251  8  40 00 00 00 00 00 00 00 
  1197)      9723.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  1198)      9723.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1199)      9723.7  Rx         0441  8  00 00 00 00 00 00 00 00 
  1200)      9724.0  Rx         0442  8  00 00 00 00 00 00 00 00 
  1201)      9724.4  Rx         0443  8  00 00 00 00 00 00 00 00 
  1202)      9724.7  Rx         0210  7  FF FF 30 28 90 00 32 
  1203)      9725.0  Rx         0444  8  00 00 00 00 00 00 00 00 
  1204)      9725.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1205)      9725.5  Rx         03A0  8  00 00 03 B0 00 00 00 00 
  1206)      9725.8  Rx         03A1  8  80 18 08 00 24 00 EB 00 
  1207)      9728.9  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1208)      9738.7  Rx         0210  7  FF FF 30 28 90 00 33 
  1209)      9738.9  Rx         0310  3  02 00 00 
  1210)      9739.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1211)      9752.8  Rx         0210  7  FF FF 30 28 90 00 34 
  1212)      9753.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1213)      9754.4  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1214)      9754.7  Rx         0300  8  02 00 25 00 00 00 01 00 
  1215)      9754.9  Rx         0306  8  00 00 00 00 00 00 00 00 
  1216)      9755.2  Rx         0611  8  06 71 00 62 EC EC E8 FC 
  1217)      9755.4  Rx         0722  8  00 00 00 00 00 00 00 00 
  1218)      9755.7  Rx         0723  8  00 00 00 00 00 00 00 00 
  1219)      9755.9  Rx         0721  8  00 00 00 00 00 00 00 00 
  1220)      9758.9  Rx         0359  8  02 00 00 85 00 00 00 00 
  1221)      9766.8  Rx         0210  7  FF FF 30 28 90 00 35 
  1222)      9767.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1223)      9780.8  Rx         0210  7  FF FF 30 28 90 00 36 
  1224)      9781.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1225)      9794.8  Rx         0210  7  FF FF 30 28 90 00 37 
  1226)      9795.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1227)      9807.4  Rx         0023  1  40 
  1228)      9807.7  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1229)      9808.8  Rx         0210  7  FF FF 30 28 90 00 38 
  1230)      9809.0  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1231)      9818.9  Rx         0251  8  40 00 00 00 00 00 00 00 
  1232)      9822.8  Rx         0210  7  FF FF 30 28 90 00 39 
  1233)      9823.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1234)      9823.3  Rx         0250  8  08 00 40 00 00 00 00 00 
  1235)      9828.9  Rx         0263  6  00 00 24 76 08 00 
  1236)      9836.8  Rx         0210  7  FF FF 30 28 90 00 3A 
  1237)      9837.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1238)      9839.0  Rx         0264  8  00 00 41 00 01 01 00 00 
  1239)      9848.9  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1240)      9850.8  Rx         0210  7  FF FF 30 28 90 00 3B 
  1241)      9851.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1242)      9858.9  Rx         0311  2  00 00 
  1243)      9864.8  Rx         0210  7  FF FF 30 28 90 00 3C 
  1244)      9865.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1245)      9878.8  Rx         0210  7  FF FF 30 28 90 00 3D 
  1246)      9879.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1247)      9879.5  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1248)      9879.7  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1249)      9880.0  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1250)      9880.2  Rx         0305  8  00 00 01 40 00 00 00 00 
  1251)      9880.4  Rx         0303  8  0F 59 05 4F 06 00 00 00 
  1252)      9892.9  Rx         0210  7  FF FF 30 28 90 00 3E 
  1253)      9893.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1254)      9906.9  Rx         0210  7  FF FF 30 28 90 00 3F 
  1255)      9907.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1256)      9907.3  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1257)      9919.0  Rx         0251  8  40 00 00 00 00 00 00 00 
  1258)      9920.9  Rx         0210  7  FF FF 30 28 90 00 40 
  1259)      9921.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1260)      9923.4  Rx         0250  8  08 00 40 00 00 00 00 00 
  1261)      9923.7  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1262)      9924.1  Rx         0441  8  00 00 00 00 00 00 00 00 
  1263)      9924.4  Rx         0442  8  00 00 00 00 00 00 00 00 
  1264)      9924.8  Rx         0443  8  00 00 00 00 00 00 00 00 
  1265)      9925.1  Rx         0444  8  00 00 00 00 00 00 00 00 
  1266)      9929.0  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1267)      9934.9  Rx         0210  7  FF FF 30 28 90 00 41 
  1268)      9935.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1269)      9935.6  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  1270)      9936.2  Rx         040B  8  00 00 05 00 00 00 60 00 
  1271)      9938.9  Rx         0310  3  02 00 00 
  1272)      9948.9  Rx         0210  7  FF FF 30 28 90 00 42 
  1273)      9949.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1274)      9954.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1275)      9954.7  Rx         0611  8  06 72 00 62 ED EC E8 FC 
  1276)      9959.0  Rx         0359  8  02 00 00 85 00 00 00 00 
  1277)      9962.9  Rx         0210  7  FF FF 30 28 90 00 43 
  1278)      9963.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1279)      9976.9  Rx         0210  7  FF FF 30 28 90 00 44 
  1280)      9977.1  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1281)      9990.9  Rx         0210  7  FF FF 30 28 90 00 45 
  1282)      9991.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1283)     10004.9  Rx         0210  7  FF FF 30 28 90 00 46 
  1284)     10005.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1285)     10007.0  Rx         0023  1  40 
  1286)     10007.4  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1287)     10018.9  Rx         0210  7  FF FF 30 28 90 00 47 
  1288)     10019.2  Rx         0251  8  40 00 00 00 00 00 00 00 
  1289)     10019.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1290)     10023.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  1291)     10029.0  Rx         0264  8  00 00 41 00 01 01 00 00 
  1292)     10032.9  Rx         0210  7  FF FF 30 28 90 00 48 
  1293)     10033.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1294)     10039.0  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1295)     10046.9  Rx         0210  7  FF FF 30 28 90 00 49 
  1296)     10047.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1297)     10048.9  Rx         0311  2  00 00 
  1298)     10061.0  Rx         0210  7  FF FF 30 28 90 00 4A 
  1299)     10061.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1300)     10075.0  Rx         0210  7  FF FF 30 28 90 00 4B 
  1301)     10075.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1302)     10079.5  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1303)     10079.7  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1304)     10080.0  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1305)     10080.2  Rx         0305  8  00 00 01 40 00 00 00 00 
  1306)     10080.5  Rx         0303  8  0F 59 05 4F 06 00 00 00 
  1307)     10089.0  Rx         0210  7  FF FF 30 28 90 00 4C 
  1308)     10089.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1309)     10103.0  Rx         0210  7  FF FF 30 28 90 00 4D 
  1310)     10103.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1311)     10106.9  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1312)     10117.0  Rx         0210  7  FF FF 30 28 90 00 4E 
  1313)     10117.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1314)     10119.0  Rx         0251  8  40 00 00 00 00 00 00 00 
  1315)     10123.5  Rx         0250  8  08 00 40 00 00 00 00 00 
  1316)     10123.9  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1317)     10124.2  Rx         0441  8  00 00 00 00 00 00 00 00 
  1318)     10124.6  Rx         0442  8  00 00 00 00 00 00 00 00 
  1319)     10124.9  Rx         0443  8  00 00 00 00 00 00 00 00 
  1320)     10125.3  Rx         0444  8  00 00 00 00 00 00 00 00 
  1321)     10129.1  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1322)     10131.0  Rx         0210  7  FF FF 30 28 90 00 4F 
  1323)     10131.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1324)     10139.0  Rx         0310  3  02 00 00 
  1325)     10145.0  Rx         0210  7  FF FF 30 28 90 00 50 
  1326)     10145.2  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1327)     10154.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1328)     10154.7  Rx         0611  8  06 72 00 62 ED EC E7 FC 
  1329)     10159.0  Rx         0210  7  FF FF 30 28 90 00 51 
  1330)     10159.2  Rx         0359  8  02 00 00 85 00 00 00 00 
  1331)     10159.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1332)     10165.4  Rx         0409  8  18 00 00 00 00 00 00 00 
  1333)     10173.0  Rx         0210  7  FF FF 30 28 90 00 52 
  1334)     10173.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1335)     10187.0  Rx         0210  7  FF FF 30 28 90 00 53 
  1336)     10187.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1337)     10201.0  Rx         0210  7  FF FF 30 28 90 00 54 
  1338)     10201.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1339)     10206.8  Rx         0023  1  40 
  1340)     10207.0  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1341)     10215.0  Rx         0210  7  FF FF 30 28 90 00 55 
  1342)     10215.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1343)     10219.1  Rx         0251  8  40 00 00 00 00 00 00 00 
  1344)     10224.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  1345)     10224.3  Rx         03A0  8  00 00 03 B0 00 00 00 00 
  1346)     10224.6  Rx         03A1  8  80 18 08 00 24 00 EB 00 
  1347)     10229.0  Rx         0210  7  FF FF 30 28 90 00 56 
  1348)     10229.3  Rx         0264  8  00 00 41 00 01 01 00 00 
  1349)     10229.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1350)     10239.1  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1351)     10243.1  Rx         0210  7  FF FF 30 28 90 00 57 
  1352)     10243.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1353)     10249.0  Rx         0311  2  00 00 
  1354)     10257.1  Rx         0210  7  FF FF 30 28 90 00 58 
  1355)     10257.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1356)     10271.1  Rx         0210  7  FF FF 30 28 90 00 59 
  1357)     10271.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1358)     10279.5  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1359)     10279.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1360)     10280.0  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1361)     10280.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1362)     10280.5  Rx         0303  8  0F 59 05 4F 06 00 00 00 
  1363)     10285.1  Rx         0210  7  FF FF 30 28 90 00 5A 
  1364)     10285.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1365)     10299.1  Rx         0210  7  FF FF 30 28 90 00 5B 
  1366)     10299.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1367)     10306.6  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1368)     10313.1  Rx         0210  7  FF FF 30 28 90 00 5C 
  1369)     10313.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1370)     10319.1  Rx         0251  8  40 00 00 00 00 00 00 00 
  1371)     10324.1  Rx         0250  8  08 00 40 00 00 00 00 00 
  1372)     10324.4  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1373)     10324.8  Rx         0441  8  00 00 00 00 00 00 00 00 
  1374)     10325.2  Rx         0442  8  00 00 00 00 00 00 00 00 
  1375)     10325.5  Rx         0443  8  00 00 00 00 00 00 00 00 
  1376)     10325.8  Rx         0444  8  00 00 00 00 00 00 00 00 
  1377)     10327.1  Rx         0210  7  FF FF 30 28 90 00 5D 
  1378)     10327.3  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1379)     10329.1  Rx         0263  6  00 00 24 76 09 00 
  1380)     10339.2  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1381)     10341.1  Rx         0210  7  FF FF 30 28 90 00 5E 
  1382)     10341.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1383)     10349.0  Rx         0310  3  02 00 00 
  1384)     10354.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1385)     10354.7  Rx         0611  8  06 72 00 62 ED EC E7 FB 
  1386)     10355.1  Rx         0210  7  FF FF 30 28 90 00 5F 
  1387)     10355.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1388)     10369.1  Rx         0210  7  FF FF 30 28 90 00 60 
  1389)     10369.4  Rx         0359  8  02 00 00 85 00 00 00 00 
  1390)     10369.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1391)     10383.1  Rx         0210  7  FF FF 30 28 90 00 61 
  1392)     10383.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1393)     10397.1  Rx         0210  7  FF FF 30 28 90 00 62 
  1394)     10397.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1395)     10406.2  Rx         0023  1  40 
  1396)     10406.5  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1397)     10411.2  Rx         0210  7  FF FF 30 28 90 00 63 
  1398)     10411.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1399)     10419.1  Rx         0251  8  40 00 00 00 00 00 00 00 
  1400)     10424.0  Rx         0250  8  08 00 40 00 00 00 00 00 
  1401)     10425.2  Rx         0210  7  FF FF 30 28 90 00 64 
  1402)     10425.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1403)     10429.2  Rx         0264  8  00 00 41 00 01 01 00 00 
  1404)     10435.2  Rx         0408  8  0E 02 84 10 80 18 76 0B 
  1405)     10435.8  Rx         040B  8  00 00 05 00 00 00 60 00 
  1406)     10439.2  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1407)     10439.4  Rx         0210  7  FF FF 30 28 90 00 65 
  1408)     10439.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1409)     10449.1  Rx         0311  2  00 00 
  1410)     10453.2  Rx         0210  7  FF FF 30 28 90 00 66 
  1411)     10453.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1412)     10467.2  Rx         0210  7  FF FF 30 28 90 00 67 
  1413)     10467.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1414)     10479.5  Rx         0301  8  00 02 0F 3C 00 38 00 AA 
  1415)     10479.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1416)     10480.0  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1417)     10480.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1418)     10480.5  Rx         0303  8  0F 59 05 4F 06 00 00 00 
  1419)     10481.2  Rx         0210  7  FF FF 30 28 90 00 68 
  1420)     10481.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1421)     10495.2  Rx         0210  7  FF FF 30 28 90 00 69 
  1422)     10495.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1423)     10506.1  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1424)     10509.2  Rx         0210  7  FF FF 30 28 90 00 6A 
  1425)     10509.4  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1426)     10519.2  Rx         0251  8  40 00 00 00 00 00 00 00 
  1427)     10523.2  Rx         0210  7  FF FF 30 28 90 00 6B 
  1428)     10523.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1429)     10524.2  Rx         0250  8  08 00 40 00 00 00 00 00 
  1430)     10524.5  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1431)     10524.9  Rx         0441  8  00 00 00 00 00 00 00 00 
  1432)     10525.3  Rx         0442  8  00 00 00 00 00 00 00 00 
  1433)     10525.6  Rx         0443  8  00 00 00 00 00 00 00 00 
  1434)     10525.9  Rx         0444  8  00 00 00 00 00 00 00 00 
  1435)     10529.2  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1436)     10537.2  Rx         0210  7  FF FF 30 28 90 00 6C 
  1437)     10537.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1438)     10539.1  Rx         0310  3  02 00 00 
  1439)     10551.2  Rx         0210  7  FF FF 30 28 90 00 6D 
  1440)     10551.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1441)     10554.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1442)     10554.8  Rx         0611  8  06 72 00 62 ED EC E7 FB 
  1443)     10559.2  Rx         0359  8  02 00 00 85 00 00 00 00 
  1444)     10565.2  Rx         0210  7  FF FF 30 28 90 00 6E 
  1445)     10565.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1446)     10579.2  Rx         0210  7  FF FF 30 28 90 00 6F 
  1447)     10579.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1448)     10593.3  Rx         0210  7  FF FF 30 28 90 00 70 
  1449)     10593.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1450)     10605.7  Rx         0023  1  40 
  1451)     10606.0  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1452)     10607.3  Rx         0210  7  FF FF 30 28 90 00 71 
  1453)     10607.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1454)     10619.3  Rx         0251  8  40 00 00 00 00 00 00 00 
  1455)     10621.3  Rx         0210  7  FF FF 30 28 90 00 72 
  1456)     10621.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1457)     10624.2  Rx         0250  8  08 00 40 00 00 00 00 00 
  1458)     10629.2  Rx         0264  8  00 00 41 00 01 01 00 00 
  1459)     10635.3  Rx         0210  7  FF FF 30 28 90 00 73 
  1460)     10635.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1461)     10639.3  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1462)     10649.1  Rx         0311  2  00 00 
  1463)     10649.4  Rx         0210  7  FF FF 30 28 90 00 74 
  1464)     10649.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1465)     10663.3  Rx         0210  7  FF FF 30 28 90 00 75 
  1466)     10663.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1467)     10664.9  Rx         0409  8  18 00 00 00 00 00 00 00 
  1468)     10677.3  Rx         0210  7  FF FF 30 28 90 00 76 
  1469)     10677.5  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1470)     10679.6  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1471)     10679.8  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1472)     10680.1  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1473)     10680.3  Rx         0305  8  00 00 01 40 00 00 00 00 
  1474)     10680.6  Rx         0303  8  0F 59 04 CE 06 00 00 00 
  1475)     10691.3  Rx         0210  7  FF FF 30 28 90 00 77 
  1476)     10691.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1477)     10705.3  Rx         0210  7  FF FF 30 28 90 00 78 
  1478)     10705.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1479)     10705.8  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1480)     10719.3  Rx         0251  8  40 00 00 00 00 00 00 00 
  1481)     10719.5  Rx         0210  7  FF FF 30 28 90 00 79 
  1482)     10719.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1483)     10724.7  Rx         0250  8  08 00 40 00 00 00 00 00 
  1484)     10725.0  Rx         0440  8  0D 6E 09 0A 00 00 00 00 
  1485)     10725.4  Rx         0441  8  00 00 00 00 00 00 00 00 
  1486)     10725.7  Rx         0442  8  00 00 00 00 00 00 00 00 
  1487)     10726.1  Rx         0443  8  00 00 00 00 00 00 00 00 
  1488)     10726.4  Rx         0444  8  00 00 00 00 00 00 00 00 
  1489)     10726.7  Rx         03A0  8  00 00 03 B0 00 00 00 00 
  1490)     10727.2  Rx         03A1  8  80 18 08 00 24 00 EB 00 
  1491)     10729.3  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1492)     10733.3  Rx         0210  7  FF FF 30 28 90 00 7A 
  1493)     10733.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1494)     10739.2  Rx         0310  3  02 00 00 
  1495)     10747.3  Rx         0210  7  FF FF 30 28 90 00 7B 
  1496)     10747.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1497)     10754.5  Rx         0610  8  06 7C 06 1A 12 11 00 00 
  1498)     10754.8  Rx         0300  8  02 00 25 00 00 00 01 00 
  1499)     10755.1  Rx         0306  8  00 00 00 00 00 00 00 00 
  1500)     10755.3  Rx         0611  8  06 72 00 62 ED EC E7 FA 
  1501)     10755.5  Rx         0722  8  00 00 00 00 00 00 00 00 
  1502)     10755.8  Rx         0723  8  00 00 00 00 00 00 00 00 
  1503)     10756.0  Rx         0721  8  00 00 00 00 00 00 00 00 
  1504)     10759.3  Rx         0359  8  02 00 00 85 00 00 00 00 
  1505)     10761.4  Rx         0210  7  FF FF 30 28 90 00 7C 
  1506)     10761.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1507)     10775.4  Rx         0210  7  FF FF 30 28 90 00 7D 
  1508)     10775.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1509)     10789.4  Rx         0210  7  FF FF 30 28 90 00 7E 
  1510)     10789.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1511)     10803.4  Rx         0210  7  FF FF 30 28 90 00 7F 
  1512)     10803.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1513)     10805.3  Rx         0023  1  40 
  1514)     10805.6  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1515)     10817.4  Rx         0210  7  FF FF 30 28 90 00 80 
  1516)     10817.7  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1517)     10819.3  Rx         0251  8  40 00 00 00 00 00 00 00 
  1518)     10824.8  Rx         0250  8  08 00 40 00 00 00 00 00 
  1519)     10829.3  Rx         0263  6  00 00 24 76 0A 00 
  1520)     10831.4  Rx         0210  7  FF FF 30 28 90 00 81 
  1521)     10831.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1522)     10839.3  Rx         0264  8  00 00 41 00 01 01 00 00 
  1523)     10845.4  Rx         0210  7  FF FF 30 28 90 00 82 
  1524)     10845.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1525)     10849.3  Rx         0265  8  FF FF 00 00 00 3A 00 00 
  1526)     10859.1  Rx         0311  2  00 00 
  1527)     10859.3  Rx         0210  7  FF FF 30 28 90 00 83 
  1528)     10859.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1529)     10873.3  Rx         0210  7  FF FF 30 28 90 00 84 
  1530)     10873.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1531)     10879.8  Rx         0301  8  00 01 0F 3C 00 38 00 AA 
  1532)     10880.1  Rx         0302  8  00 00 00 00 09 54 08 A2 
  1533)     10880.3  Rx         0304  8  00 00 00 00 00 B4 00 AA 
  1534)     10880.6  Rx         0305  8  00 00 01 40 00 00 00 00 
  1535)     10880.8  Rx         0303  8  0F 59 04 CE 06 00 00 00 
  1536)     10887.3  Rx         0210  7  FF FF 30 28 90 00 85 
  1537)     10887.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1538)     10901.3  Rx         0210  7  FF FF 30 28 90 00 86 
  1539)     10901.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
  1540)     10905.3  Rx         0460  8  03 E0 00 00 00 00 00 00 
  1541)     10915.3  Rx         0210  7  FF FF 30 28 90 00 87 
  1542)     10915.6  Rx         04B0  8  27 10 27 10 27 10 27 10 
