Time Stamp,ID,Extended,Bus,DLC,D1,D2,D3,D4,D5,D6,D7,D8
2124706,15f,0,1,8,77,fb,0,7d,0,ee,0,7d
2124707,173,0,1,8,46,f5,0,0e,e0,0,de,0
2124707,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124707,258,0,1,2,44,44,0,0,0,0,0,0
2124707,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124708,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2124710,1ee,0,1,2,0,fc,0,0,0,0,0,0
2124710,314,0,1,3,11,2,ff,0,0,0,0,0
2124711,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124711,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124711,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124711,301,0,1,7,ff,ff,ff,7f,ff,ff,8f,0
2124713,2bb,0,1,5,48,fa,0,0,f2,0,0,0
2124714,112,0,1,8,0,20,ff,ff,2,73,75,1
2124715,100,0,1,8,5c,f6,7f,c0,5d,13,80,70
2124716,0ef,0,1,8,4d,fb,0,7d,21,0,7d,ff
2124716,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2124716,1a1,0,1,5,db,ca,0,0,88,0,0,0
2124718,2.00E+08,0,1,8,c0,f8,c3,ff,ff,f0,f3,17
2124719,108,0,1,8,0,7d,ff,ff,7,f1,ff,ff
2124719,3fd,0,1,5,0e,3,0,0,ff,0,0,0
2124719,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2124719,206,0,1,8,81,26,41,ff,ff,ff,ff,ff
2124719,212,0,1,8,43,f4,f9,ff,ff,ff,ff,ff
2124720,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2124720,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2124720,32b,0,1,8,ff,ff,ff,ff,ff,ff,0,ff
2124720,1ee,0,1,2,0,fc,0,0,0,0,0,0
2124721,331,0,1,8,ff,ff,ff,ef,7f,fe,f7,ff
2124721,3.00E+09,0,1,8,8,52,0,0,0,0,0,0
2124721,197,0,1,4,0a,9,0e,c0,0,0,0,0
2124723,2a7,0,1,5,a8,f2,fe,ff,14,0,0,0
2124724,112,0,1,8,0,20,ff,ff,2,73,75,1
2124725,0a5,0,1,8,52,fc,ff,f7,7f,0,0,c1
2124725,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124725,0d9,0,1,8,f6,fc,0,10,0,f0,7f,c8
2124726,0f3,0,1,8,30,0c,0,ff,f0,c0,ff,ff
2124726,100,0,1,8,1,f7,7f,c0,5d,13,80,70
2124726,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124726,15f,0,1,8,f9,fc,0,7d,0,ee,0,7d
2124726,258,0,1,2,44,44,0,0,0,0,0,0
2124727,2a1,0,1,5,0,58,2,0,f0,0,0,0
2124728,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2124731,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124731,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124731,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124734,112,0,1,8,0,20,ff,ff,2,73,75,1
2124734,373,0,1,6,0,20,5,ff,ff,ff,0,0
2124734,7be,0,1,8,0,c0,fa,1c,2,0,0,0
2124735,100,0,1,8,5d,f8,7f,c0,5d,13,80,70
2124736,0ef,0,1,8,c3,fc,0,7d,21,0,7d,ff
2124736,1a1,0,1,5,b2,cc,0,0,88,0,0,0
2124738,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2124744,112,0,1,8,0,20,ff,ff,2,73,75,1
2124744,239,0,1,8,ff,6b,3d,10,0,8d,ff,ff
2124744,2f5,0,1,8,60,0f,0a,20,20,0a,d4,1e
2124744,3a7,0,1,7,c1,f2,0a,0,4f,11,f0,0
2124745,3.00E+06,0,1,2,54,1d,0,0,0,0,0,0
2124745,5.00E+00,0,1,8,11,3,0,5,0f,0a,d5,1f
2124745,0a5,0,1,8,0f,fd,ff,f7,7f,0,0,c1
2124745,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124745,0d9,0,1,8,ab,fd,0,10,0,f0,7f,c8
2124746,0f3,0,1,8,6d,0d,0,ff,f0,c0,ff,ff
2124746,100,0,1,8,0,f9,7f,c0,5d,13,80,70
2124746,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124746,15f,0,1,8,a4,fd,0,7d,0,ee,0,7d
2124746,258,0,1,2,44,44,0,0,0,0,0,0
2124747,2b0,0,1,6,31,3c,0,c5,ff,ff,0,0
2124747,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124748,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2124751,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124751,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124751,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124751,197,0,1,4,86,0a,0e,c0,0,0,0,0
2124753,2d1,0,1,2,0,6d,0,0,0,0,0,0
2124753,5a9,0,1,8,1,3,80,ff,ff,ff,ff,ff
2124753,380,0,1,7,56,5a,37,39,34,34,34,0
2124754,112,0,1,8,0,20,ff,ff,2,73,75,1
2124754,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2124754,297,0,1,7,84,e1,f0,ff,f2,92,ea,0
2124756,100,0,1,8,e7,fa,7f,c0,5d,13,80,70
2124756,0ef,0,1,8,9e,fd,0,7d,21,0,7d,ff
2124756,1a1,0,1,5,95,ce,0,0,88,0,0,0
2124757,59a,0,1,8,65,5,ff,0,0,0,ff,6
2124757,59a,0,1,8,65,5,ff,0,0,0,ff,6
2124758,206,0,1,8,16,27,42,ff,ff,ff,ff,ff
2124759,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2124763,36e,0,1,5,ff,f2,6,3,14,0,0,0
2124764,112,0,1,8,0,20,ff,ff,2,73,75,1
2124765,0a5,0,1,8,e8,fe,ff,f7,7f,0,0,c1
2124765,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124765,0d9,0,1,8,4c,fe,0,10,0,f0,7f,c8
2124766,0f3,0,1,8,8a,0e,0,ff,f0,c0,ff,ff
2124766,100,0,1,8,ba,fb,7f,c0,5d,13,80,70
2124766,15f,0,1,8,43,fe,0,7d,0,ee,0,7d
2124766,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124766,258,0,1,2,44,44,0,0,0,0,0,0
2124768,201,0,1,8,ff,ff,ff,ff,ff,ff,ff,ff
2124769,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2124771,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124771,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124771,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124774,112,0,1,8,0,20,ff,ff,2,73,75,1
2124774,19d,0,1,8,82,c8,91,6,ff,ff,ff,ff
2124774,2c5,0,1,7,59,f3,0,30,6,70,c8,0
2124776,100,0,1,8,34,fc,7f,c0,5d,13,80,70
2124776,0ef,0,1,8,79,fe,0,7d,21,0,7d,ff
2124776,1a1,0,1,5,fd,c1,0,0,88,0,0,0
2124777,3b4,0,1,8,0c,0d,4d,f1,b9,ff,2,fd
2124778,0c0,0,1,2,fc,40,0,0,0,0,0,0
2124778,03c,0,1,8,ff,5f,0,0,0,0,ff,ff
2124778,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2124780,349,0,1,5,fe,ff,f4,24,0,0,0,0
2124781,197,0,1,4,9,0b,0e,c0,0,0,0,0
2124784,112,0,1,8,0,20,ff,ff,2,73,75,1
2124784,7bd,0,1,8,0,0,0,c0,ff,40,1,1
2124784,431,0,1,8,f6,ff,ff,ff,ff,4e,f4,4b
2124785,7be,0,1,8,5,0,0,0,0,0,0,e0
2124785,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2124785,0a5,0,1,8,e9,f0,ff,f7,7f,0,0,c1
2124785,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124786,0d9,0,1,8,4d,f0,0,10,0,f0,7f,c8
2124786,0f3,0,1,8,8b,0,0,ff,f0,c0,ff,ff
2124786,100,0,1,8,69,fd,7f,c0,5d,13,80,70
2124786,15f,0,1,8,42,f0,0,7d,0,ee,0,7d
2124787,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124787,258,0,1,2,44,44,0,0,0,0,0,0
2124787,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124788,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2124789,350,0,1,6,f3,ff,ff,ff,ff,ff,0,0
2124791,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124791,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124791,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124794,112,0,1,8,0,20,ff,ff,2,73,75,1
2124794,432,0,1,8,5c,f4,10,a6,c8,ff,0,ff
2124794,297,0,1,7,f4,e2,f0,fc,f2,92,ea,0
2124795,1.00E+01,0,1,6,0b,f2,0,ff,ff,ff,0,0
2124796,100,0,1,8,8e,fe,7f,c0,5d,13,80,70
2124796,0ef,0,1,8,78,f0,0,7d,21,0,7d,ff
2124796,1a1,0,1,5,da,c3,0,0,88,0,0,0
2124798,206,0,1,8,4a,28,42,ff,ff,ff,ff,ff
2124799,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2124799,2ca,0,1,2,5e,5e,0,0,0,0,0,0
2124803,2a7,0,1,5,35,f3,fe,ff,14,0,0,0
2124804,112,0,1,8,0,20,ff,ff,2,73,75,1
2124805,12f,0,1,8,0,29,86,1a,f1,31,30,0
2124805,0a5,0,1,8,b4,f1,ff,f7,7f,0,0,c1
2124805,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124805,0d9,0,1,8,10,f1,0,10,0,f0,7f,c8
2124806,0f3,0,1,8,d6,1,0,ff,f0,c0,ff,ff
2124806,100,0,1,8,8f,f0,7f,c0,5d,13,80,70
2124806,163,0,1,8,ff,ff,0,85,ff,ff,ff,ff
2124806,15f,0,1,8,1f,f1,0,7d,0,ee,0,7d
2124807,173,0,1,8,72,f0,0,0e,e0,0,de,0
2124807,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124807,258,0,1,2,44,44,0,0,0,0,0,0
2124807,2a0,0,1,8,88,88,f8,0f,ff,ff,ff,ff
2124808,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2124810,2a6,0,1,2,0,8c,0,0,0,0,0,0
2124810,3ac,0,1,2,fe,cf,0,0,0,0,0,0
2124811,2fc,0,1,8,84,0,0,ff,ff,ff,ff,ff
2124811,3be,0,1,3,0d,f0,0,0,0,0,0,0
2124811,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124811,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124811,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124812,197,0,1,4,83,0c,0e,c0,0,0,0,0
2124813,2bb,0,1,5,20,f5,0,0,f2,0,0,0
2124814,112,0,1,8,0,20,ff,ff,2,73,75,1
2124816,100,0,1,8,d2,f1,7f,c0,5d,13,80,70
2124816,0ef,0,1,8,25,f1,0,7d,21,0,7d,ff
2124816,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2124816,1a1,0,1,5,b3,c5,0,0,88,0,0,0
2124818,3fd,0,1,5,fa,4,0,0,ff,0,0,0
2124819,108,0,1,8,0,7d,ff,ff,7,f1,ff,ff
2124819,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2124819,2.00E+08,0,1,8,c0,2,c4,ff,ff,f0,f4,5
2124819,212,0,1,8,1e,f5,f9,ff,ff,ff,ff,ff
2124819,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2124820,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2124820,323,0,1,2,f0,ff,0,0,0,0,0,0
2124824,112,0,1,8,0,20,ff,ff,2,73,75,1
2124825,0a5,0,1,8,53,f2,ff,f7,7f,0,0,c1
2124825,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124825,0d9,0,1,8,f7,f2,0,10,0,f0,7f,c8
2124826,0f3,0,1,8,31,2,0,ff,f0,c0,ff,ff
2124826,100,0,1,8,35,f2,7f,c0,5d,13,80,70
2124826,15f,0,1,8,f8,f2,0,7d,0,ee,0,7d
2124826,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124826,258,0,1,2,44,44,0,0,0,0,0,0
2124827,2a1,0,1,5,0,58,2,0,f0,0,0,0
2124827,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124828,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2124831,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124831,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124831,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124833,5a9,0,1,8,30,2,0,ff,7f,1,fd,1
2124834,112,0,1,8,0,20,ff,ff,2,73,75,1
2124834,7be,0,1,8,0b,0,0,0,0,0,0,0
2124836,0ef,0,1,8,c2,f2,0,7d,21,0,7d,ff
2124836,100,0,1,8,68,f3,7f,c0,5d,13,80,70
2124836,1a1,0,1,5,94,c7,0,0,88,0,0,0
2124838,206,0,1,8,17,29,42,ff,ff,ff,ff,ff
2124839,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2124839,356,0,1,8,74,20,5,ff,ff,ff,ff,ff
2124841,197,0,1,4,0c,0d,0e,c0,0,0,0,0
2124844,112,0,1,8,0,20,ff,ff,2,73,75,1
2124844,36f,0,1,5,45,f3,38,0,15,0,0,0
2124844,2f5,0,1,8,60,0f,0a,20,20,0a,d4,1e
2124844,202,0,1,2,fe,ff,0,0,0,0,0,0
2124845,0a5,0,1,8,0e,f3,ff,f7,7f,0,0,c1
2124845,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124845,0d9,0,1,8,aa,f3,0,10,0,f0,7f,c8
2124846,0f3,0,1,8,6c,3,0,ff,f0,c0,ff,ff
2124846,100,0,1,8,e6,f4,7f,c0,5d,13,80,70
2124846,15f,0,1,8,a5,f3,0,7d,0,ee,0,7d
2124846,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124846,258,0,1,2,44,44,0,0,0,0,0,0
2124847,2b0,0,1,6,31,3c,0,c5,ff,ff,0,0
2124848,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2124851,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124851,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124851,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124854,112,0,1,8,0,20,ff,ff,2,73,75,1
2124854,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2124856,100,0,1,8,bb,f5,7f,c0,5d,13,80,70
2124856,0ef,0,1,8,9f,f3,0,7d,21,0,7d,ff
2124856,1a1,0,1,5,61,c9,0,0,88,0,0,0
2124857,59a,0,1,8,65,7,ff,0,0,0,ff,8
2124857,59a,0,1,8,65,7,ff,0,0,0,ff,8
2124858,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2124860,242,0,1,5,d1,f3,ff,ff,ff,0,0,0
2124860,314,0,1,3,11,2,ff,0,0,0,0,0
2124861,2.00E+06,0,1,8,0,38,64,32,1f,0,1f,26
2124864,112,0,1,8,0,20,ff,ff,2,73,75,1
2124865,0a5,0,1,8,80,f4,ff,f7,7f,0,0,c1
2124865,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124865,0d9,0,1,8,24,f4,0,10,0,f0,7f,c8
2124866,0f3,0,1,8,e2,4,0,ff,f0,c0,ff,ff
2124866,100,0,1,8,5c,f6,7f,c0,5d,13,80,70
2124866,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124866,15f,0,1,8,2b,f4,0,7d,0,ee,0,7d
2124866,258,0,1,2,44,44,0,0,0,0,0,0
2124867,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124868,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2124870,59d,0,1,8,8d,1,1,fc,0,0,3,0
2124871,199,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124871,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124871,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124871,197,0,1,4,80,0e,0e,c0,0,0,0,0
2124874,112,0,1,8,0,20,ff,ff,2,73,75,1
2124874,2c5,0,1,7,96,f4,0,30,6,70,c8,0
2124876,100,0,1,8,1,f7,7f,c0,5d,13,80,70
2124876,0ef,0,1,8,11,f4,0,7d,21,0,7d,ff
2124876,1a1,0,1,5,7c,cb,0,0,8a,0,0,0
2124878,03c,0,1,8,ff,5f,0,0,0,0,ff,ff
2124878,206,0,1,8,f0,2a,42,ff,ff,ff,ff,ff
2124879,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2124879,330,0,1,8,89,ae,1,0,0,0,2d,5
2124883,2a7,0,1,5,c1,f4,fe,ff,14,0,0,0
2124884,112,0,1,8,0,20,ff,ff,2,73,75,1
2124884,7bd,0,1,8,0,0,0,c0,ff,40,1,1
2124884,7be,0,1,8,7,0b,0,83,6,67,0,0
2124885,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2124885,0a5,0,1,8,dd,f5,ff,f7,7f,0,0,c1
2124885,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124886,0d9,0,1,8,79,f5,0,10,0,f0,7f,c8
2124886,0f3,0,1,8,bf,5,0,ff,f0,c0,ff,ff
2124886,100,0,1,8,5d,f8,7f,c0,5d,13,80,70
2124886,15f,0,1,8,76,f5,0,7d,0,ee,0,7d
2124887,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124887,258,0,1,2,44,44,0,0,0,0,0,0
2124887,304,0,1,6,ff,ff,f2,32,ff,ff,0,0
2124888,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2124889,200,0,1,8,0,0,88,0,0,0a,fa,ff
2124890,2cf,0,1,2,fa,ff,0,0,0,0,0,0
2124891,199,0,1,6,ff,ff,f3,7e,ff,af,0,0
2124891,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124891,19f,0,1,6,ff,ff,0,80,ff,8f,0,0
2124894,112,0,1,8,0,20,ff,ff,2,73,75,1
2124894,560,0,1,8,0,0,0,0,0,0,0,60
2124896,100,0,1,8,0,f9,7f,c0,5d,13,80,70
2124896,0ef,0,1,8,4c,f5,0,7d,21,0,7d,ff
2124896,1a1,0,1,5,15,cd,0,0,8a,0,0,0
2124897,272,0,1,8,18,f5,0,12,ff,ff,ff,ff
2124898,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2124901,197,0,1,4,89,0,0e,c0,0,0,0,0
2124904,112,0,1,8,0,20,ff,ff,2,73,75,1
2124905,12f,0,1,8,e7,2a,86,1a,f1,31,30,0
2124905,0a5,0,1,8,3a,f6,ff,f7,7f,0,0,c1
2124905,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124905,0d9,0,1,8,9e,f6,0,10,0,f0,7f,c8
2124906,0f3,0,1,8,58,6,0,ff,f0,c0,ff,ff
2124906,100,0,1,8,e7,fa,7f,c0,5d,13,80,70
2124906,163,0,1,8,ff,ff,0,85,ff,ff,ff,ff
2124906,15f,0,1,8,91,f6,0,7d,0,ee,0,7d
2124907,173,0,1,8,1a,fa,0,0e,e0,0,de,0
2124907,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124907,258,0,1,2,44,44,0,0,0,0,0,0
2124907,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124908,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2124911,199,0,1,6,ff,ff,e9,7e,ff,af,0,0
2124911,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124911,19f,0,1,6,ff,ff,e9,7f,ff,af,0,0
2124911,301,0,1,7,ff,ff,ff,7f,ff,ff,8f,0
2124913,2bb,0,1,5,f3,f0,0,0,f2,0,0,0
2124914,112,0,1,8,0,20,ff,ff,2,73,75,1
2124914,297,0,1,7,45,e3,f0,e0,f2,92,ea,0
2124915,55e,0,1,8,0,0,0,0,0,0,0,5e
2124916,100,0,1,8,ba,fb,7f,c0,5d,13,80,70
2124916,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2124916,0ef,0,1,8,ab,f6,0,7d,21,0,7d,ff
2124917,1a1,0,1,5,5a,c0,0,0,8a,0,0,0
2124918,3fd,0,1,5,67,5,0,0,ff,0,0,0
2124919,108,0,1,8,0,7d,ff,ff,7,f1,ff,ff
2124919,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2124919,2.00E+08,0,1,8,c0,0c,c4,ff,ff,f0,f5,9b
2124919,206,0,1,8,ad,2b,42,ff,ff,ff,ff,ff
2124919,212,0,1,8,f9,f6,f9,ff,ff,ff,ff,ff
2124920,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2124920,2c3,0,1,5,8,15,0f,0,ff,0,0,0
2124920,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2124920,2a6,0,1,2,0,94,0,0,0,0,0,0
2124921,32b,0,1,8,ff,ff,ff,ff,ff,ff,0,ff
2124921,331,0,1,8,ff,ff,ff,ef,7f,fe,f7,ff
2124921,3.00E+09,0,1,8,8,52,0,0,0,0,0,0
2124923,36e,0,1,5,62,f3,6,3,14,0,0,0
2124924,112,0,1,8,0,20,ff,ff,2,73,75,1
2124925,0a5,0,1,8,67,f7,ff,f7,7f,0,0,c1
2124925,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124925,0d9,0,1,8,c3,f7,0,10,0,f0,7f,c8
2124926,0f3,0,1,8,5,7,0,ff,f0,c0,ff,ff
2124926,100,0,1,8,34,fc,7f,c0,5d,13,80,70
2124926,15f,0,1,8,cc,f7,0,7d,0,ee,0,7d
2124926,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124926,258,0,1,2,44,44,0,0,0,0,0,0
2124927,2a1,0,1,5,0,58,2,0,f0,0,0,0
2124928,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2124930,1b6,0,1,7,0,80,0,ff,ff,ff,ff,0
2124931,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2124931,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124931,19f,0,1,6,ff,ff,3,80,ff,af,0,0
2124931,197,0,1,4,6,1,0e,c0,0,0,0,0
2124934,112,0,1,8,0,20,ff,ff,2,73,75,1
2124934,239,0,1,8,ff,6b,3d,10,0,8d,ff,ff
2124934,3ca,0,1,8,78,60,30,9,9,81,ff,ff
2124935,100,0,1,8,69,fd,7f,c0,5d,13,80,70
2124936,0ef,0,1,8,f6,f7,0,7d,21,0,7d,ff
2124936,1a1,0,1,5,7d,c2,0,0,8a,0,0,0
2124938,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2124944,112,0,1,8,0,20,ff,ff,2,73,75,1
2124944,5.00E+00,0,1,8,11,3,0,6,8,28,d4,0
2124944,2f5,0,1,8,60,0f,0a,20,20,0a,d4,1e
2124945,592,0,1,8,0c,15,1,32,14,1,ff,ff
2124945,0a5,0,1,8,3b,f8,ff,f7,7f,0,0,c1
2124945,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124946,0d9,0,1,8,9f,f8,0,10,0,f0,7f,c8
2124946,0f3,0,1,8,59,8,0,ff,f0,c0,ff,ff
2124946,100,0,1,8,8e,fe,7f,c0,5d,13,80,70
2124946,15f,0,1,8,90,f8,0,7d,0,ee,0,7d
2124946,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124947,258,0,1,2,44,44,0,0,0,0,0,0
2124947,2b0,0,1,6,31,3c,0,c5,ff,ff,0,0
2124947,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124948,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2124951,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2124951,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124951,19f,0,1,6,ff,ff,12,80,ff,af,0,0
2124954,112,0,1,8,0,20,ff,ff,2,73,75,1
2124954,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2124956,100,0,1,8,8f,f0,7f,c0,5d,13,80,70
2124956,0ef,0,1,8,aa,f8,0,7d,21,0,7d,ff
2124956,1a1,0,1,5,14,c4,0,0,8a,0,0,0
2124957,59a,0,1,8,65,9,ff,0,0,0,ff,0a
2124958,59a,0,1,8,65,9,ff,0,0,0,ff,0a
2124958,206,0,1,8,23,2c,42,ff,ff,ff,ff,ff
2124959,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2124961,197,0,1,4,8a,2,0e,c0,0,0,0,0
2124963,2a7,0,1,5,5c,f5,fe,ff,14,0,0,0
2124964,112,0,1,8,0,20,ff,ff,2,73,75,1
2124965,0a5,0,1,8,66,f9,ff,f7,7f,0,0,c1
2124965,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124965,0d9,0,1,8,c2,f9,0,10,0,f0,7f,c8
2124966,0f3,0,1,8,4,9,0,ff,f0,c0,ff,ff
2124966,100,0,1,8,d2,f1,7f,c0,5d,13,80,70
2124966,15f,0,1,8,cd,f9,0,7d,0,ee,0,7d
2124966,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124966,258,0,1,2,44,44,0,0,0,0,0,0
2124967,2c5,0,1,7,f5,f5,0,20,6,70,c8,0
2124967,2ca,0,1,2,5e,5e,0,0,0,0,0,0
2124968,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2124970,3f9,0,1,8,8b,f4,80,e0,36,31,c3,ff
2124971,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2124971,19a,0,1,6,ff,ff,f3,7e,ff,8f,0,0
2124971,19f,0,1,6,ff,ff,ff,7f,ff,af,0,0
2124974,112,0,1,8,0,20,ff,ff,2,73,75,1
2124976,100,0,1,8,35,f2,7f,c0,5d,13,80,70
2124976,0ef,0,1,8,f7,f9,0,7d,21,0,7d,ff
2124976,1a1,0,1,5,33,c6,0,0,8a,0,0,0
2124977,393,0,1,4,3f,32,12,fe,0,0,0,0
2124978,3b4,0,1,8,0c,0d,4d,f1,b9,ff,2,fd
2124978,0c0,0,1,2,fd,40,0,0,0,0,0,0
2124978,03c,0,1,8,ff,5f,0,0,0,0,ff,ff
2124978,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2124980,12f,0,1,8,9d,2b,86,1a,f1,31,30,3
2124980,349,0,1,5,fe,ff,f4,24,0,0,0,0
2124984,112,0,1,8,0,20,ff,ff,2,73,75,1
2124984,431,0,1,8,f6,ff,ff,ff,ff,4e,f4,4b
2124985,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2124985,0a5,0,1,8,81,fa,ff,f7,7f,0,0,c1
2124985,0ac,0,1,2,0,f0,0,0,0,0,0,0
2124986,0d9,0,1,8,25,fa,0,10,0,f0,7f,c8
2124986,0f3,0,1,8,e3,0a,0,ff,f0,c0,ff,ff
2124986,100,0,1,8,68,f3,7f,c0,5d,13,80,70
2124986,15f,0,1,8,2a,fa,0,7d,0,ee,0,7d
2124987,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2124987,258,0,1,2,44,44,0,0,0,0,0,0
2124987,302,0,1,7,ff,ff,ff,7f,f8,ff,ff,0
2124987,7bd,0,1,8,0,0,0,c0,ff,c0,1,9
2124988,7be,0,1,8,5,0,0,0,0,0,0,e0
2124988,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
