Time Stamp,ID,Extended,Bus,DLC,D1,D2,D3,D4,D5,D6,D7,D8
2175746,100,0,1,8,12,f9,7f,c0,5d,a1,87,70
2175747,15f,0,1,8,a4,fd,0,7d,0,ee,0,7d
2175747,2b0,0,1,6,30,3d,2,c6,ff,ff,0,0
2175748,272,0,1,8,3,f4,1,12,ff,ff,ff,ff
2175748,2f5,0,1,8,60,0f,29,20,22,0a,6,10
2175749,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2175753,197,0,1,4,89,0,0e,c0,0,0,0,0
2175754,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2175755,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175756,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2175756,19a,0,1,6,ff,ff,ea,7d,ff,3f,0,0
2175756,100,0,1,8,f5,fa,7f,c0,5d,a1,87,70
2175757,19f,0,1,6,ff,ff,e8,7f,ff,2f,0,0
2175757,0ef,0,1,8,9e,fd,0,7d,21,0,7d,ff
2175757,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175757,258,0,1,2,44,44,0,0,0,0,0,0
2175757,1a1,0,1,5,af,ce,0,0,8a,0,0,0
2175758,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2175759,206,0,1,8,16,27,42,ff,ff,ff,ff,ff
2175759,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2175764,2a7,0,1,5,34,fa,fe,ff,14,0,0,0
2175765,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175766,0a5,0,1,8,e8,fe,ff,f7,7f,0,0,c1
2175766,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175766,0d9,0,1,8,4c,fe,0,10,0,f0,7f,c8
2175766,0f3,0,1,8,8a,0e,0,ff,f0,c0,ff,ff
2175766,100,0,1,8,a8,fb,7f,c0,5d,a1,87,70
2175767,15f,0,1,8,43,fe,0,7d,0,ee,0,7d
2175769,201,0,1,8,ea,50,ea,50,ff,ff,ff,ff
2175769,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2175775,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175775,510,0,1,8,40,10,20,0,0,4,0,0
2175776,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2175776,19a,0,1,6,ff,ff,ea,7d,ff,3f,0,0
2175776,19f,0,1,6,ff,ff,1,80,ff,2f,0,0
2175777,100,0,1,8,26,fc,7f,c0,5d,a1,87,70
2175777,0ef,0,1,8,79,fe,0,7d,21,0,7d,ff
2175777,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175777,258,0,1,2,44,44,0,0,0,0,0,0
2175777,1a1,0,1,5,c7,c1,0,0,8a,0,0,0
2175778,607,0,1,5,f0,3,7f,22,78,0,0,0
2175779,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2175779,201,0,1,8,ed,50,ed,50,ff,ff,ff,ff
2175782,349,0,1,5,fe,ff,f4,24,0,0,0,0
2175783,197,0,1,4,6,1,0e,c0,0,0,0,0
2175785,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175785,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2175786,0a5,0,1,8,e9,f0,ff,f7,7f,0,0,c1
2175786,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175786,0d9,0,1,8,4d,f0,0,10,0,f0,7f,c8
2175786,0f3,0,1,8,8b,0,0,ff,f0,c0,ff,ff
2175786,100,0,1,8,7b,fd,7f,c0,5d,a1,87,70
2175787,12f,0,1,8,67,29,86,1c,f1,35,30,0
2175787,15f,0,1,8,42,f0,0,7d,0,ee,0,7d
2175789,431,0,1,8,ca,ff,ff,ff,ff,2c,f3,4b
2175789,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2175790,350,0,1,6,f3,ff,ff,ff,ff,ff,0,0
2175790,7bd,0,1,8,7,0,0,0,40,0,0,0
2175790,7be,0,1,8,0,c0,fa,1c,2,0,0,0
2175795,297,0,1,7,cc,e5,f0,e0,f2,92,ea,0
2175795,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175795,432,0,1,8,5c,f4,10,a6,c7,ff,0,ff
2175796,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2175796,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175796,100,0,1,8,9c,fe,7f,c0,5d,a1,87,70
2175797,19f,0,1,6,ff,ff,0e,80,ff,2f,0,0
2175797,0ef,0,1,8,78,f0,0,7d,21,0,7d,ff
2175797,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175797,258,0,1,2,44,44,0,0,0,0,0,0
2175797,1a1,0,1,5,e0,c3,0,0,8a,0,0,0
2175798,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2175799,206,0,1,8,4a,28,42,ff,ff,ff,ff,ff
2175799,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2175804,36e,0,1,5,a0,f6,fe,ff,14,0,0,0
2175805,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175805,0a5,0,1,8,b4,f1,ff,f7,7f,0,0,c1
2175805,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175806,0d9,0,1,8,10,f1,0,10,0,f0,7f,c8
2175806,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2175806,0c0,0,1,2,fc,40,0,0,0,0,0,0
2175806,0f3,0,1,8,d6,1,0,ff,f0,c0,ff,ff
2175807,100,0,1,8,9d,f0,7f,c0,5d,a1,87,70
2175807,15f,0,1,8,1f,f1,0,7d,0,ee,0,7d
2175807,607,0,1,8,f0,6,62,dd,c4,1e,1e,1
2175809,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2175811,163,0,1,8,ff,ff,1,a5,ff,ff,ff,ff
2175811,173,0,1,8,66,f1,0,0e,30,0,de,10
2175813,197,0,1,4,8a,2,0e,c0,0,0,0,0
2175814,2bb,0,1,5,af,f5,1,0,f2,0,0,0
2175815,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175816,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2175816,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175816,19f,0,1,6,ff,ff,22,80,ff,2f,0,0
2175817,100,0,1,8,c0,f1,7f,c0,5d,a1,87,70
2175817,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2175817,0ef,0,1,8,25,f1,0,7d,21,0,7d,ff
2175817,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175817,1a1,0,1,5,89,c5,0,0,8a,0,0,0
2175818,258,0,1,2,44,44,0,0,0,0,0,0
2175819,3fd,0,1,5,fa,4,0,0,ff,0,0,0
2175819,108,0,1,8,0,7d,ff,ff,7,f1,ff,ff
2175819,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2175820,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f4,d0
2175820,212,0,1,8,1e,f5,f9,ff,ff,ff,ff,ff
2175820,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2175820,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2175821,2a6,0,1,2,0,c4,0,0,0,0,0,0
2175825,19d,0,1,8,82,c8,91,6,ff,ff,ff,ff
2175825,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175825,2c5,0,1,7,3f,f6,0,20,6,70,c8,0
2175825,0a5,0,1,8,53,f2,ff,f7,7f,0,0,c1
2175826,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175826,0d9,0,1,8,f7,f2,0,10,0,f0,7f,c8
2175826,0f3,0,1,8,31,2,0,ff,f0,c0,ff,ff
2175826,100,0,1,8,27,f2,7f,c0,5d,a1,87,70
2175827,15f,0,1,8,f8,f2,0,7d,0,ee,0,7d
2175827,2a1,0,1,5,0,58,2,0,f0,0,0,0
2175828,3b4,0,1,8,0c,0d,4d,f0,b9,ff,2,0
2175829,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2175829,201,0,1,8,1,51,1,51,ff,ff,ff,ff
2175835,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175836,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2175836,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2175836,19f,0,1,6,ff,ff,8,80,ff,2f,0,0
2175837,100,0,1,8,7a,f3,7f,c0,5d,a1,87,70
2175837,0ef,0,1,8,c2,f2,0,7d,21,0,7d,ff
2175837,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175837,258,0,1,2,44,44,0,0,0,0,0,0
2175837,1a1,0,1,5,ae,c7,0,0,8a,0,0,0
2175838,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2175839,206,0,1,8,17,29,42,ff,ff,ff,ff,ff
2175839,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2175840,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2175840,7be,0,1,8,5,0,0,0,0,0,0,e0
2175843,197,0,1,4,5,3,0e,c0,0,0,0,0
2175844,2a7,0,1,5,a9,fb,fe,ff,14,0,0,0
2175844,51a,0,1,8,0,0,0,0,50,0,0,1a
2175845,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175845,0a5,0,1,8,0e,f3,ff,f7,7f,0,0,c1
2175845,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175846,0d9,0,1,8,aa,f3,0,10,0,f0,7f,c8
2175846,0f3,0,1,8,6c,3,0,ff,f0,c0,ff,ff
2175846,100,0,1,8,f4,f4,7f,c0,5d,a1,87,70
2175847,15f,0,1,8,a5,f3,0,7d,0,ee,0,7d
2175847,2b0,0,1,6,30,3d,2,c6,ff,ff,0,0
2175848,2f5,0,1,8,60,0f,29,20,22,0a,6,10
2175849,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2175854,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2175855,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175856,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2175856,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175856,100,0,1,8,a9,f5,7f,c0,5d,a1,87,70
2175857,19f,0,1,6,ff,ff,0d,80,ff,2f,0,0
2175857,0ef,0,1,8,9f,f3,0,7d,21,0,7d,ff
2175857,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175857,258,0,1,2,44,44,0,0,0,0,0,0
2175857,1a1,0,1,5,5b,c9,0,0,8a,0,0,0
2175859,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2175865,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175865,0a5,0,1,8,80,f4,ff,f7,7f,0,0,c1
2175865,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175866,0d9,0,1,8,24,f4,0,10,0,f0,7f,c8
2175866,0f3,0,1,8,e2,4,0,ff,f0,c0,ff,ff
2175866,100,0,1,8,4e,f6,7f,c0,5d,a1,87,70
2175867,15f,0,1,8,2b,f4,0,7d,0,ee,0,7d
2175869,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2175873,197,0,1,4,8f,4,0e,c0,0,0,0,0
2175875,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175876,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2175876,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175876,100,0,1,8,13,f7,7f,c0,5d,a1,87,70
2175877,19f,0,1,6,ff,ff,fc,7f,ff,2f,0,0
2175877,0ef,0,1,8,11,f4,0,7d,21,0,7d,ff
2175877,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175877,258,0,1,2,44,44,0,0,0,0,0,0
2175877,1a1,0,1,5,7c,cb,0,0,8a,0,0,0
2175878,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2175879,206,0,1,8,f0,2a,42,ff,ff,ff,ff,ff
2175879,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2175879,201,0,1,8,15,51,15,51,ff,ff,ff,ff
2175885,36f,0,1,5,f2,f7,fe,ff,14,0,0,0
2175885,5.00E+00,0,1,8,11,3,0,6,8,28,d4,0
2175885,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175886,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2175886,0a5,0,1,8,dd,f5,ff,f7,7f,0,0,c1
2175886,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175886,0d9,0,1,8,79,f5,0,10,0,f0,7f,c8
2175886,0f3,0,1,8,bf,5,0,ff,f0,c0,ff,ff
2175887,12f,0,1,8,80,2a,86,1c,f1,35,30,0
2175887,100,0,1,8,4f,f8,7f,c0,5d,a1,87,70
2175887,15f,0,1,8,76,f5,0,7d,0,ee,0,7d
2175887,304,0,1,6,ff,ff,69,3a,ff,ff,0,0
2175888,6f0,0,1,5,7,3,22,63,35,0,0,0
2175889,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2175890,7bd,0,1,8,7,0,0,0,40,0,0,0
2175890,7be,0,1,8,0b,0,0,0,0,0,0,0
2175895,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175896,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2175896,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175896,100,0,1,8,12,f9,7f,c0,5d,a1,87,70
2175897,19f,0,1,6,ff,ff,f6,7f,ff,2f,0,0
2175897,0ef,0,1,8,4c,f5,0,7d,21,0,7d,ff
2175897,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175897,258,0,1,2,44,44,0,0,0,0,0,0
2175897,1a1,0,1,5,15,cd,0,0,8a,0,0,0
2175898,38e,0,1,8,0,0,3d,3d,b8,8,a8,ff
2175899,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2175902,314,0,1,3,11,2,ff,0,0,0,0,0
2175903,197,0,1,4,0,5,0e,c0,0,0,0,0
2175905,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175905,0a5,0,1,8,3a,f6,ff,f7,7f,0,0,c1
2175905,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175906,0d9,0,1,8,9e,f6,0,10,0,f0,7f,c8
2175906,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2175906,0f3,0,1,8,58,6,0,ff,f0,c0,ff,ff
2175907,100,0,1,8,f5,fa,7f,c0,5d,a1,87,70
2175907,15f,0,1,8,91,f6,0,7d,0,ee,0,7d
2175909,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2175911,163,0,1,8,ff,ff,1,a5,ff,ff,ff,ff
2175911,173,0,1,8,0e,fb,0,0e,30,0,de,10
2175911,301,0,1,7,ff,ff,ff,7f,ff,ff,cf,0
2175914,2bb,0,1,5,7c,f0,1,0,f2,0,0,0
2175915,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175916,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2175916,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175916,19f,0,1,6,ff,ff,8,80,ff,2f,0,0
2175917,100,0,1,8,a8,fb,7f,c0,5d,a1,87,70
2175917,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2175917,0ef,0,1,8,ab,f6,0,7d,21,0,7d,ff
2175917,1.00E+01,0,1,6,f7,f4,1,ff,ff,ff,0,0
2175917,1a1,0,1,5,5a,c0,0,0,8a,0,0,0
2175918,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175918,258,0,1,2,44,44,0,0,0,0,0,0
2175918,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2175919,3fd,0,1,5,67,5,0,0,ff,0,0,0
2175919,108,0,1,8,0,7d,ff,ff,7,f1,ff,ff
2175919,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2175920,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f5,cd
2175920,206,0,1,8,ad,2b,42,ff,ff,ff,ff,ff
2175920,212,0,1,8,f9,f6,f9,ff,ff,ff,ff,ff
2175920,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2175921,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2175921,32b,0,1,8,ff,ff,ff,ff,ff,ff,0,ff
2175921,331,0,1,8,ff,ff,ff,ef,7f,fe,f7,ff
2175921,3.00E+09,0,1,8,8,52,1,0,0,0,0,0
2175924,2a7,0,1,5,5d,fc,fe,ff,14,0,0,0
2175925,2c5,0,1,7,79,f7,0,20,6,70,c8,0
2175925,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175926,0a5,0,1,8,67,f7,ff,f7,7f,0,0,c1
2175926,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175926,0d9,0,1,8,c3,f7,0,10,0,f0,7f,c8
2175926,0f3,0,1,8,5,7,0,ff,f0,c0,ff,ff
2175926,100,0,1,8,26,fc,7f,c0,5d,a1,87,70
2175927,15f,0,1,8,cc,f7,0,7d,0,ee,0,7d
2175927,2a1,0,1,5,0,58,2,0,f0,0,0,0
2175929,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2175929,201,0,1,8,28,51,28,51,ff,ff,ff,ff
2175933,197,0,1,4,8c,6,0e,c0,0,0,0,0
2175934,607,0,1,5,f0,3,7f,22,78,0,0,0
2175935,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175935,239,0,1,8,31,fb,3c,27,0,8f,ff,ff
2175936,100,0,1,8,7b,fd,7f,c0,5d,a1,87,70
2175936,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2175936,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2175936,19f,0,1,6,ff,ff,eb,7f,ff,2f,0,0
2175937,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175937,0ef,0,1,8,f6,f7,0,7d,21,0,7d,ff
2175937,258,0,1,2,44,44,0,0,0,0,0,0
2175937,1a1,0,1,5,7d,c2,0,0,8a,0,0,0
2175939,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2175940,7bd,0,1,8,0,0,0,c0,ff,c4,1,8
2175940,7be,0,1,8,7,1c,1,1d,6,67,0,0
2175945,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175945,0a5,0,1,8,3b,f8,ff,f7,7f,0,0,c1
2175945,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175946,0d9,0,1,8,9f,f8,0,10,0,f0,7f,c8
2175946,0f3,0,1,8,59,8,0,ff,f0,c0,ff,ff
2175946,100,0,1,8,9c,fe,7f,c0,5d,a1,87,70
2175947,15f,0,1,8,90,f8,0,7d,0,ee,0,7d
2175947,2b0,0,1,6,30,3d,2,c5,ff,ff,0,0
2175948,2f5,0,1,8,60,0f,29,20,22,0a,6,10
2175948,272,0,1,8,5e,f5,1,12,ff,ff,ff,ff
2175949,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2175950,348,0,1,8,fe,fe,fe,0,fe,fe,ff,0
2175954,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2175955,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175956,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2175956,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175956,100,0,1,8,9d,f0,7f,c0,5d,a1,87,70
2175957,19f,0,1,6,ff,ff,f8,7f,ff,2f,0,0
2175957,0ef,0,1,8,aa,f8,0,7d,21,0,7d,ff
2175957,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175957,258,0,1,2,44,44,0,0,0,0,0,0
2175957,1a1,0,1,5,14,c4,0,0,8a,0,0,0
2175958,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2175959,206,0,1,8,23,2c,42,ff,ff,ff,ff,ff
2175959,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2175963,197,0,1,4,3,7,0e,c0,0,0,0,0
2175964,36e,0,1,5,3d,f7,fe,ff,14,0,0,0
2175965,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175966,0a5,0,1,8,66,f9,ff,f7,7f,0,0,c1
2175966,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175966,0d9,0,1,8,c2,f9,0,10,0,f0,7f,c8
2175966,0f3,0,1,8,4,9,0,ff,f0,c0,ff,ff
2175966,100,0,1,8,c0,f1,7f,c0,5d,a1,87,70
2175967,15f,0,1,8,cd,f9,0,7d,0,ee,0,7d
2175969,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2175971,43d,0,1,8,fe,fe,ef,ff,f6,fe,fe,f7
2175975,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175976,199,0,1,6,ff,ff,df,7e,ff,bf,0,0
2175976,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175976,19f,0,1,6,ff,ff,ff,7f,ff,2f,0,0
2175977,100,0,1,8,27,f2,7f,c0,5d,a1,87,70
2175977,0ef,0,1,8,f7,f9,0,7d,21,0,7d,ff
2175977,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175977,258,0,1,2,44,44,0,0,0,0,0,0
2175977,1a1,0,1,5,33,c6,0,0,8a,0,0,0
2175979,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2175979,201,0,1,8,3c,51,3c,51,ff,ff,ff,ff
2175982,349,0,1,5,fe,ff,f4,24,0,0,0,0
2175985,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175985,431,0,1,8,ca,ff,ff,ff,ff,2c,f3,4b
2175985,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2175986,0a5,0,1,8,81,fa,ff,f7,7f,0,0,c1
2175986,0ac,0,1,2,0,f0,0,0,0,0,0,0
2175986,0d9,0,1,8,25,fa,0,10,0,f0,7f,c8
2175986,0f3,0,1,8,e3,0a,0,ff,f0,c0,ff,ff
2175986,100,0,1,8,7a,f3,7f,c0,5d,a1,87,70
2175987,12f,0,1,8,dd,2b,86,1c,f1,35,30,0
2175987,15f,0,1,8,2a,fa,0,7d,0,ee,0,7d
2175989,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2175990,7bd,0,1,8,7,0,0,0,40,0,0,0
2175990,43c,0,1,8,fe,fe,ff,ff,ff,ff,ff,ff
2175993,197,0,1,4,85,8,0e,c0,0,0,0,0
2175995,297,0,1,7,6,e6,f0,e0,f2,92,ea,0
2175995,112,0,1,8,f6,1f,41,0f,3,73,15,62
2175995,432,0,1,8,5c,f4,10,a6,c7,ff,0,ff
2175996,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2175996,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2175996,100,0,1,8,f4,f4,7f,c0,5d,a1,87,70
2175997,19f,0,1,6,ff,ff,fd,7f,ff,2f,0,0
2175997,0ef,0,1,8,10,fa,0,7d,21,0,7d,ff
2175997,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2175997,258,0,1,2,44,44,0,0,0,0,0,0
2175997,1a1,0,1,5,c6,c8,0,0,8a,0,0,0
2175998,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2175999,206,0,1,8,7e,2d,42,ff,ff,ff,ff,ff
2175999,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2176004,2a7,0,1,5,c0,fd,fe,ff,14,0,0,0
2176005,112,0,1,8,f6,1f,41,0f,3,73,15,62
2176005,0a5,0,1,8,dc,fb,ff,f7,7f,0,0,c1
2176005,0ac,0,1,2,0,f0,0,0,0,0,0,0
2176006,0d9,0,1,8,78,fb,0,10,0,f0,7f,c8
2176006,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2176006,0c0,0,1,2,fd,40,0,0,0,0,0,0
2176006,0f3,0,1,8,be,0b,0,ff,f0,c0,ff,ff
2176007,100,0,1,8,a9,f5,7f,c0,5d,a1,87,70
2176007,15f,0,1,8,77,fb,0,7d,0,ee,0,7d
2176008,607,0,1,8,f0,10,7,62,63,35,0,0
2176008,6f0,0,1,4,7,30,0,2,0,0,0,0
2176008,607,0,1,4,f0,21,0,55,0,0,0,0
2176009,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2176011,163,0,1,8,ff,ff,1,a5,ff,ff,ff,ff
2176011,173,0,1,8,e8,f6,0,0e,30,0,de,10
2176014,2bb,0,1,5,c7,fa,1,0,f2,0,0,0
2176015,328,0,1,6,2e,e2,87,0e,30,22,0,0
2176015,112,0,1,8,f6,1f,41,0f,3,73,15,62
2176016,199,0,1,6,ff,ff,df,7e,ff,bf,0,0
2176016,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2176016,100,0,1,8,4e,f6,7f,c0,5d,a1,87,70
2176017,19f,0,1,6,ff,ff,fc,7f,ff,2f,0,0
2176017,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2176017,0ef,0,1,8,4d,fb,0,7d,21,0,7d,ff
2176017,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2176017,1a1,0,1,5,e1,ca,0,0,8a,0,0,0
2176018,258,0,1,2,44,44,0,0,0,0,0,0
2176019,3fd,0,1,5,dd,6,0,0,ff,0,0,0
2176019,108,0,1,8,0,7d,ff,ff,7,f1,ff,ff
2176019,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2176020,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f6,ea
2176020,201,0,1,8,4b,51,4b,51,ff,ff,ff,ff
2176020,212,0,1,8,a4,f7,f9,ff,ff,ff,ff,ff
2176020,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2176021,2f1,0,1,8,a2,0f,0,0,0,0,0,a0
2176023,197,0,1,4,0a,9,0e,c0,0,0,0,0
2176025,2c5,0,1,7,bc,f8,0,20,6,70,c8,0
2176025,112,0,1,8,f6,1f,41,0f,3,73,15,62
2176026,0a5,0,1,8,52,fc,ff,f7,7f,0,0,c1
2176026,0ac,0,1,2,0,f0,0,0,0,0,0,0
2176026,0d9,0,1,8,f6,fc,0,10,0,f0,7f,c8
2176026,0f3,0,1,8,30,0c,0,ff,f0,c0,ff,ff
2176026,100,0,1,8,13,f7,7f,c0,5d,a1,87,70
2176027,15f,0,1,8,f9,fc,0,7d,0,ee,0,7d
2176027,2a1,0,1,5,0,58,2,0,f0,0,0,0
2176028,3b4,0,1,8,0c,0d,4d,f0,b9,ff,2,0
2176029,6f0,0,1,5,7,3,22,63,34,0,0,0
2176029,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2176029,201,0,1,8,4f,51,4f,51,ff,ff,ff,ff
2176035,112,0,1,8,f6,1f,41,0f,3,73,15,62
2176036,100,0,1,8,4f,f8,7f,c0,5d,a1,87,70
2176036,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2176036,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2176036,19f,0,1,6,ff,ff,ec,7f,ff,2f,0,0
2176037,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2176037,0ef,0,1,8,c3,fc,0,7d,21,0,7d,ff
2176037,258,0,1,2,44,44,0,0,0,0,0,0
2176037,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2176037,1a1,0,1,5,88,cc,0,0,8a,0,0,0
2176039,206,0,1,8,99,2e,42,ff,ff,ff,ff,ff
2176039,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2176040,7bd,0,1,8,0,0,0,c0,ff,c8,1,8
2176040,7be,0,1,8,5,0,0,0,0,0,0,e0
2176045,36f,0,1,5,9a,f8,fe,ff,14,0,0,0
2176045,112,0,1,8,f6,1f,41,0f,3,73,15,62
2176045,0a5,0,1,8,0f,fd,ff,f7,7f,0,0,c1
2176045,0ac,0,1,2,0,f0,0,0,0,0,0,0
2176046,0d9,0,1,8,ab,fd,0,10,0,f0,7f,c8
